MAX-WIDTH-CHARS	0	0
MAX-WIDTH-PIXELS	0	0
MD5-DIGEST	0	0
MEMPTR-TO-NODE-VALUE	0	0
MENU	0	247
MENU-BAR	0	0
MENU-ITEM	0	175
MENU-KEY	0	0
MENU-MOUSE	0	0
MERGE-BY-FIELD	0	0
MESSAGE-AREA	0	676
MESSAGE-AREA-FONT	0	0
METHOD	0	0
MIN	0	216
MIN-BUTTON	0	11
MIN-COLUMN-WIDTH-CHARS	0	0
MIN-COLUMN-WIDTH-PIXELS	0	0
MIN-HEIGHT-CHARS	0	0
MIN-HEIGHT-PIXELS	0	0
MINIMUM	0	241
MIN-SIZE	0	0
MIN-VALUE	0	4
MIN-WIDTH-CHARS	0	0
MIN-WIDTH-PIXELS	0	0
MODIFIED	0	253
MODULO	0	15
MONTH	0	435
MOUSE-POINTER	0	0
MOVABLE	0	2
MOVE-AFTER-TAB-ITEM	0	0
MOVE-BEFORE-TAB-ITEM	0	5
MOVE-COLUMN	0	0
MOVE-TO-BOTTOM	0	0
MOVE-TO-EOF	0	0
MOVE-TO-TOP	0	14
MULTI-COMPILE	0	0
MULTIPLE	0	235
MULTIPLE-KEY	0	0
MULTITASKING-INTERVAL	0	0
MUST-EXIST	0	0
NAME	0	3013
NAMESPACE-PREFIX	0	0
NAMESPACE-URI	0	53
NATIVE	0	7
NE	0	4703
NEEDS-APPSERVER-PROMPT	0	0
NEEDS-PROMPT	0	0
NEW-INSTANCE	0	0
NEW-ROW	0	0
NEXT-COLUMN	0	47
NEXT-ROWID	0	0
NEXT-SIBLING	0	46
NEXT-TAB-ITEM	0	13
NEXT-VALUE	0	86
NO-APPLY	0	4908
NO-ARRAY-MESSAGE	0	0
NO-AUTO-VALIDATE	0	0
NO-BIND-WHERE	0	0
NO-BOX	0	49
NO-CONSOLE	0	0
NO-CONVERT	0	0
NO-CURRENT-VALUE	0	0
NO-DEBUG	0	0
NODE-VALUE-TO-MEMPTR	0	0
NO-DRAG	0	0
NO-ECHO	0	3
NO-EMPTY-SPACE	0	0
NO-HELP	0	0
NO-INDEX-HINT	0	0
NO-INHERIT-BGCOLOR	0	0
NO-INHERIT-FGCOLOR	0	0
NO-JOIN-BY-SQLDB	0	0
NO-LOOKAHEAD	0	0
NONAMESPACE-SCHEMA-LOCATION	0	0
NONE	0	11608
NORMALIZE	0	0
NO-ROW-MARKERS	0	423
NO-SEPARATE-CONNECTION	0	0
NO-SEPARATORS	0	0
NO-TAB-STOP	0	144
NOT-ACTIVE	0	0
NO-UNDERLINE	0	775
NO-WORD-WRAP	0	13
NUM-BUFFERS	0	2
NUM-BUTTONS	0	0
NUM-COLUMNS	0	2
NUM-COPIES	0	0
NUM-DROPPED-FILES	0	0
NUMERIC	0	0
NUMERIC-FORMAT	0	0
NUM-FIELDS	0	54
NUM-FORMATS	0	0
NUM-ITEMS	0	72
NUM-ITERATIONS	0	379
NUM-LINES	0	0
NUM-LOCKED-COLUMNS	0	11
NUM-MESSAGES	0	1184
NUM-PARAMETERS	0	0
NUM-REFERENCES	0	0
NUM-REPLACED	0	0
NUM-RESULTS	0	637
NUM-SELECTED-ROWS	0	680
NUM-SELECTED-WIDGETS	0	0
NUM-TABS	0	0
NUM-TO-RETAIN	0	0
NUM-VISIBLE-COLUMNS	0	0
OCTET-LENGTH	0	0
OK	0	3076
OK-CANCEL	0	0
ON-FRAME-BORDER	0	0
ORDERED-JOIN	0	0
ORDINAL	0	0
OS-DRIVES	0	0
OS-ERROR	0	16
OS-GETENV	0	156
OVERRIDE	0	47
OWNER	0	0
PAGED	0	0
PAGE-SIZE	0	0
PAGE-WIDTH	0	0
PARENT	0	678
PARSE-STATUS	0	0
PARTIAL-KEY	0	0
PASCAL	0	0
PATHNAME	0	0
PBE-HASH-ALGORITHM	0	0
PBE-KEY-ROUNDS	0	0
PERSISTENT-CACHE-DISABLED	0	0
PFCOLOR	0	2
PIXELS-PER-COLUMN	0	0
PIXELS-PER-ROW	0	0
POPUP-MENU	0	46
PORTRAIT	0	4
POSITION	0	352
PRECISION	0	0
PREFER-DATASET	0	0
PREPARED	0	0
PREPARE-STRING	0	0
PRESELECT	0	902
PREV	0	406
PREV-COLUMN	0	0
PREV-SIBLING	0	0
PREV-TAB-ITEM	0	5
PRIMARY	0	397
PRINTER	0	0
PRINTER-CONTROL-HANDLE	0	0
PRINTER-HDC	0	0
PRINTER-NAME	0	36
PRINTER-PORT	0	0
PRINTER-SETUP	0	0
PRIVATE	0	54
PRIVATE-DATA	0	5656
PROCEDURE	0	53452
proc-text	0	0
proc-text-buffer	0	0
PROGRESS-SOURCE	0	0
PROMPT	0	0
PROPERTY	0	694
PROTECTED	0	0
PROXY	0	252
PROXY-PASSWORD	0	0
PROXY-USERID	0	0
PUBLIC	0	29
PUBLIC-ID	0	0
PUBLISH	0	696
PUBLISHED-EVENTS	0	0
PUT-DOUBLE	0	0
PUT-FLOAT	0	0
PUT-INT64	0	0
PUT-LONG	0	0
PUT-SHORT	0	0
PUT-STRING	0	0
PUT-UNSIGNED-LONG	0	0
QUERY-OPEN	0	84
QUERY-PREPARE	0	94
QUESTION	0	78
QUOTER	0	1126
RADIO-BUTTONS	0	188
RADIO-SET	0	214
RANDOM	0	3
RAW	0	0
RAW-TRANSFER	0	0
READ-FILE	0	0
READ-JSON	0	3
READ-ONLY	0	1029
READ-XML	0	0
REAL	0	0
RECORD-LENGTH	0	0
RECURSIVE	0	0
REFERENCE-ONLY	0	0
REFRESH	0	31
REFRESHABLE	0	61
REFRESH-AUDIT-POLICY	0	0
REGISTER-DOMAIN	0	0
REMOTE	0	48
REMOVE-EVENTS-PROCEDURE	0	0
REMOVE-SUPER-PROCEDURE	0	10
REPLACE	0	836
REPLACE-SELECTION-TEXT	0	18
REPOSITION-MODE	0	0
REQUEST-INFO	0	0
RESET	0	2
RESIZABLE	0	4
RESIZE	0	676
RESPONSE-INFO	0	0
RESTART-ROW	0	0
RESTART-ROWID	0	0
RETAIN-SHAPE	0	0
RETRY-CANCEL	0	0
RETURN-INSERTED	0	6
RETURN-TO-START-DIR	0	0
RETURN-VALUE	0	7639
RETURN-VALUE-DATA-TYPE	0	0
REVERSE-FROM	0	0
RGB-VALUE	0	0
RIGHT-ALIGNED	0	93
RIGHT-TRIM	0	180
ROLES	0	0
ROUND	0	1161
ROUTINE-LEVEL	0	0
ROW	0	21859
ROW-HEIGHT-CHARS	0	341
ROW-HEIGHT-PIXELS	0	0
ROW-OF	0	0
RULE	0	0
RUN-PROCEDURE	0	14
SAVE-AS	0	0
SAX-PARSE	0	0
SAX-PARSE-FIRST	0	0
SAX-PARSE-NEXT	0	0
SAX-WRITER	0	0
SCHEMA-LOCATION	0	0
SCHEMA-MARSHAL	0	0
SCHEMA-PATH	0	0
SCREEN-VALUE	0	31915
SCROLLABLE	0	36
SCROLLBAR-HORIZONTAL	0	13
SCROLL-BARS	0	676
SCROLLBAR-VERTICAL	0	87
SCROLL-DELTA	0	0
SCROLLED-ROW-POSITION	0	0
SCROLLING	0	1061
SCROLL-OFFSET	0	0
SCROLL-TO-CURRENT-ROW	0	0
SCROLL-TO-ITEM	0	0
SEAL	0	0
SEAL-TIMESTAMP	0	0
SECTION	0	916
SELECTABLE	0	0
SELECT-ALL	0	35
SELECTED	0	0
SELECT-FOCUSED-ROW	0	94
SELECTION	0	513
SELECTION-END	0	6
SELECTION-LIST	0	7
SELECTION-START	0	6
SELECTION-TEXT	0	12
SELECT-NEXT-ROW	0	23
SELECT-PREV-ROW	0	8
SELECT-ROW	0	136
SEND	0	0
send-sql-statement	0	0
SENSITIVE	0	13593
SEPARATE-CONNECTION	0	0
SEPARATOR-FGCOLOR	0	0
SEPARATORS	0	609
SERIALIZE-HIDDEN	0	11
SERIALIZE-NAME	0	0
SERVER	0	9
SERVER-CONNECTION-BOUND	0	0
SERVER-CONNECTION-BOUND-REQUEST	0	0
SERVER-CONNECTION-ID	0	0
SERVER-OPERATING-MODE	0	0
SESSION-ID	0	0
SET-APPL-CONTEXT	0	0
SET-ATTRIBUTE-NODE	0	0
SET-BLUE-VALUE	0	0
SET-BREAK	0	0
SET-BUFFERS	0	22
SET-CALLBACK	0	0
SET-CLIENT	0	0
SET-COMMIT	0	0
SET-CONTENTS	0	0
SET-CURRENT-VALUE	0	0
SET-DB-CLIENT	0	0
SET-DYNAMIC	0	0
SET-EVENT-MANAGER-OPTION	0	0
SET-GREEN-VALUE	0	0
SET-INPUT-SOURCE	0	0
SET-OPTION	0	0
SET-OUTPUT-DESTINATION	0	0
SET-PARAMETER	0	0
SET-POINTER-VALUE	0	0
SET-PROPERTY	0	0
SET-RED-VALUE	0	0
SET-REPOSITIONED-ROW	0	172
SET-RGB-VALUE	0	0
SET-ROLLBACK	0	0
SET-SELECTION	0	0
SET-SIZE	0	0
SET-SORT-ARROW	0	0
SET-WAIT-STATE	0	2888
SHA1-DIGEST	0	0
SHOW-IN-TASKBAR	0	366
SIDE-LABEL-HANDLE	0	744
SIDE-LABELS	0	778
SIGNATURE	0	243
SILENT	0	5
SIMPLE	0	39
SINGLE	0	0
SIZE	0	21191
SIZE-CHARS	0	0
SMALL-ICON	0	0
SMALLINT	0	0
SMALL-TITLE	0	0
SORT	0	112
SORT-ASCENDING	0	0
SORT-NUMBER	0	0
SOURCE	0	323
SOURCE-PROCEDURE	0	21
SQL	0	0
SQRT	0	3
SSL-SERVER-NAME	0	0
STANDALONE	0	0
START-DOCUMENT	0	0
START-ELEMENT	0	0
START-MOVE	0	0
START-RESIZE	0	0
START-ROW-RESIZE	0	0
STATE-DETAIL	0	0
STATIC	0	0
STATUS-AREA	0	676
STATUS-AREA-FONT	0	0
STDCALL	0	0
STOP	0	474
STOP-AFTER	0	0
STOP-PARSING	0	0
STOPPED	0	0
STORED-PROCEDURE	0	0
STRETCH-TO-FIT	0	5
STRICT	0	0
STRING	0	39101
STRING-XREF	0	0
SUB-AVERAGE	0	0
SUB-COUNT	0	0
SUB-MAXIMUM	0	0
SUB-MENU	0	0
SUB-MINIMUM	0	0
SUBSCRIBE	0	24
SUBSTITUTE	0	8
SUBSTRING	0	2413
SUB-TOTAL	0	0
SUBTYPE	0	2
SUM	0	0
SUPER	0	133
SUPER-PROCEDURES	0	4
SUPPRESS-NAMESPACE-PROCESSING	0	0
SUPPRESS-WARNINGS	0	0
SYMMETRIC-ENCRYPTION-ALGORITHM	0	0
SYMMETRIC-ENCRYPTION-IV	0	0
SYMMETRIC-ENCRYPTION-KEY	0	0
SYMMETRIC-SUPPORT	0	0
SYSTEM-ALERT-BOXES	0	0
SYSTEM-HELP	0	3
SYSTEM-ID	0	0
TABLE-HANDLE	0	452
TABLE-SCAN	0	0
TAB-POSITION	0	0
TAB-STOP	0	68
TARGET	0	0
TARGET-PROCEDURE	0	12
TEMP-DIRECTORY	0	29
TEMP-TABLE	0	9247
TEMP-TABLE-PREPARE	0	8
TERMINATE	0	947
TEXT-SEG-GROW	0	0
TEXT-SELECTED	0	0
THREE-D	0	1454
THROW	0	0
THROUGH	0	0
THRU	0	0
TIC-MARKS	0	0
TIME-SOURCE	0	0
TITLE-BGCOLOR	0	0
TITLE-DCOLOR	0	0
TITLE-FGCOLOR	0	0
TITLE-FONT	0	0
TODAY	0	4545
TOGGLE-BOX	0	340
TOOLTIP	0	181
TOOLTIPS	0	0
TOPIC	0	0
TOP-NAV-QUERY	0	0
TOTAL	0	1303
TRAILING	0	0
TRANSACTION-MODE	0	0
TRANS-INIT-PROCEDURE	0	0
TRANSPARENT	0	0
TRUNCATE	0	74
TYPE	0	6811
TYPE-OF	0	0
UNBOX	0	0
UNBUFFERED	0	0
UNIQUE-ID	0	0
UNIQUE-MATCH	0	0
UNLESS-HIDDEN	0	0
UNLOAD	0	7
UNSIGNED-LONG	0	0
UNSUBSCRIBE	0	0
UPDATE-ATTRIBUTE	0	0
URL-DECODE	0	0
URL-ENCODE	0	0
URL-PASSWORD	0	0
URL-USERID	0	0
USE-DICT-EXPS	0	0
USE-FILENAME	0	0
USER	0	2169
USE-REVVIDEO	0	0
USER-ID	0	0
USE-TEXT	0	0
USE-UNDERLINE	0	0
USE-WIDGET-POOL	0	0
V6DISPLAY	0	0
VALIDATE	0	2185
VALIDATE-EXPRESSION	0	0
VALIDATE-MESSAGE	0	0
VALIDATE-SEAL	0	0
VALIDATION-ENABLED	0	0
VALID-EVENT	0	0
VALID-HANDLE	0	1085
VALID-OBJECT	0	0
VARIABLE	0	43028
VERBOSE	0	0
VERSION	0	2697
VERTICAL	0	30
VIEW-FIRST-COLUMN-ON-REOPEN	0	0
VIRTUAL-HEIGHT-CHARS	0	0
VIRTUAL-HEIGHT-PIXELS	0	0
VIRTUAL-WIDTH-CHARS	0	0
VIRTUAL-WIDTH-PIXELS	0	0
VISIBLE	0	1337
VOID	0	0
WAIT	0	576
WARNING	0	52
WEB-CONTEXT	0	0
WEEKDAY	0	0
WIDGET	0	1989
WIDGET-ID	0	61
WIDGET-LEAVE	0	0
WIDGET-POOL	0	937
WIDTH	0	3493
WIDTH-CHARS	0	26
WIDTH-PIXELS	0	260
WINDOW-NAME	0	960
WINDOW-STATE	0	0
WINDOW-SYSTEM	0	0
WORD-INDEX	0	0
WORD-WRAP	0	0
WORK-AREA-HEIGHT-PIXELS	0	0
WORK-AREA-WIDTH-PIXELS	0	0
WORK-AREA-X	0	0
WORK-AREA-Y	0	0
WRITE-CDATA	0	0
WRITE-CHARACTERS	0	0
WRITE-COMMENT	0	0
WRITE-DATA-ELEMENT	0	0
WRITE-EMPTY-ELEMENT	0	0
WRITE-ENTITY-REF	0	0
WRITE-EXTERNAL-DTD	0	0
WRITE-FRAGMENT	0	0
WRITE-JSON	0	0
WRITE-MESSAGE	0	0
WRITE-PROCESSING-INSTRUCTION	0	0
WRITE-STATUS	0	0
WRITE-XML	0	26
WRITE-XMLSCHEMA	0	0
XML-DATA-TYPE	0	13
XML-NODE-TYPE	0	56
XML-SCHEMA-PATH	0	0
XML-SUPPRESS-NAMESPACE-PROCESSING	0	0
X-OF	0	0
YEAR	0	3431
YEAR-OFFSET	0	0
YES-NO	0	31
YES-NO-CANCEL	0	22
Y-OF	0	0
