FILE-TYPE	Attribute	0	2
FileListId	Property	0	0
FILENAME	Option	0	1
FILL	Function	1	7
FILL	Method	0	0
FILL-IN	Widget	0	35
FILL-MODE	Attribute	0	0
FILL-WHERE-STRING	Attribute	0	0
FILLED	Attribute	0	0
FILTERS	Option	0	1
FilterValue	Property	0	0
FINAL	Option	0	1
FINALLY	Statement	0	0
FIND	Statement	1	62
FIND-BY-ROWID	Method	0	0
FIND-CASE-SENSITIVE	Option	1	0
FIND-CURRENT	Method	0	0
FIND-FIRST	Method	0	0
FIND-GLOBAL	Option	1	0
FIND-LAST	Method	0	0
FIND-NEXT-OCCURRENCE	Option	1	0
FIND-PREV-OCCURRENCE	Option	1	0
FIND-SELECT	Option	1	0
FIND-UNIQUE	Method	0	0
FIND-WRAP-AROUND	Option	1	0
FINDER	Option	0	0
FIRST	Function	1	79
FIRST-ASYNC-REQUEST	Attribute	0	0
FIRST-ASYNCH-REQUEST	Option	0	0
FIRST-BUFFER	Attribute	0	0
FIRST-CHILD	Attribute	0	1
FIRST-COLUMN	Attribute	0	1
FIRST-DATA-SOURCE	Attribute	0	0
FIRST-DATASET	Attribute	0	0
FIRST-FORM	Attribute	0	0
FIRST-OBJECT	Attribute	0	0
FIRST-OF	Function	1	2
FIRST-OF	Method	0	0
FIRST-PROC	Abbreviation	0	0
FIRST-PROCEDURE	Attribute	0	1
FIRST-QUERY	Attribute	0	0
FIRST-SERVER	Attribute	0	0
FIRST-SERVER-SOCKET	Attribute	0	0
FIRST-SOCKET	Attribute	0	0
FIRST-TAB-I	Abbreviation	0	0
FIRST-TAB-ITEM	Attribute	0	1
FIT-LAST-COLUMN	Attribute	0	1
FIX-CODEPAGE	Statement	0	1
FIXED-ONLY	Option	0	0
FLAT-BUTTON	Attribute	0	1
FOCUS	Handle	1	3
FOCUSED-ROW	Attribute	0	1
FOCUSED-ROW-SELECTED	Attribute	0	0
FONT	Attribute	1	27
FONT-TABLE	Handle	0	0
FOR	Statement	1	129
FORCE-FILE	Option	0	0
FORE	Abbreviation	0	0
FOREGROUND	Attribute	0	0
FOREIGN-KEY-HIDDEN	Attribute	0	0
FORM	Statement	1	1
FORM-INPUT	Attribute	0	0
FORM-LONG-INPUT	Attribute	0	0
FORMAT	Attribute	1	48
FORMATTE	Abbreviation	0	0
FORMATTED	Attribute	0	1
FORWARD	Option	0	10
FORWARD-ONLY	Attribute	0	0
FORWARDS	Option	0	0
FRAGMEN	Abbreviation	0	0
FRAGMENT	Attribute	0	0
FRAM	Abbreviation	0	0
FRAME	Attribute	0	0
FRAME	Widget	1	155
FRAME-COL	Attribute	0	0
FRAME-COL	Function	1	0
FRAME-DB	Function	1	0
FRAME-DOWN	Function	1	0
FRAME-FIELD	Function	1	1
FRAME-FILE	Function	1	0
FRAME-INDE	Abbreviation	0	0
FRAME-INDEX	Function	1	0
FRAME-LINE	Function	1	0
